INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00743,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1937,1100,313,230,181,104,9,56.8,16.2,11.9,9.3,5.4,0.5
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2889,492,899,644,551,276,27,17,31.1,22.3,19.1,9.6,0.9
I00743,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1368,414,419,330,149,*,*,30.3,30.6,24.1,10.9,*,*
I00743,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1404,526,381,218,192,80,7,37.5,27.1,15.5,13.7,5.7,0.5
I00743,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1647,298,433,304,392,*,*,18.1,26.3,18.5,23.8,*,*
I00743,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,843,57,316,204,164,95,7,6.8,37.5,24.2,19.5,11.3,0.8
I00743,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1728,262,294,394,458,308,12,15.2,17,22.8,26.5,17.8,0.7
I00743,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1425,252,325,482,311,*,*,17.7,22.8,33.8,21.8,*,*
I00743,RGQ,IPSWICH HOSPITAL NHS TRUST,1738,*,191,298,640,424,*,*,11,17.1,36.8,24.4,*
I00743,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1292,*,154,339,567,229,*,*,11.9,26.2,43.9,17.7,*
I00743,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2014,58,218,366,609,754,9,2.9,10.8,18.2,30.2,37.4,0.4
I00743,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1850,*,340,565,608,229,*,*,18.4,30.5,32.9,12.4,*
I00743,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2781,327,435,605,637,744,33,11.8,15.6,21.8,22.9,26.8,1.2
I00743,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3298,1254,616,604,474,*,*,38,18.7,18.3,14.4,*,*
I00743,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2809,455,*,543,646,733,*,16.2,*,19.3,23,26.1,*
I00743,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1958,74,247,303,328,999,7,3.8,12.6,15.5,16.8,51,0.4
I00743,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1368,416,524,188,117,103,20,30.4,38.3,13.7,8.6,7.5,1.5
I00743,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2215,684,766,311,257,162,35,30.9,34.6,14,11.6,7.3,1.6
I00743,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1223,219,366,301,158,95,84,17.9,29.9,24.6,12.9,7.8,6.9
I00743,RJ7,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,1919,173,496,518,315,397,20,9,25.8,27,16.4,20.7,1
I00743,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1076,*,96,173,351,450,*,*,8.9,16.1,32.6,41.8,*
I00743,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,3990,993,870,825,837,434,31,24.9,21.8,20.7,21,10.9,0.8
I00743,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1247,126,233,318,357,203,10,10.1,18.7,25.5,28.6,16.3,0.8
I00743,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2158,549,411,523,441,216,18,25.4,19,24.2,20.4,10,0.8
I00743,RJN,EAST CHESHIRE NHS TRUST,835,*,116,153,171,345,*,*,13.9,18.3,20.5,41.3,*
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1396,279,135,156,235,351,240,20,9.7,11.2,16.8,25.1,17.2
I00743,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2886,621,663,352,600,596,54,21.5,23,12.2,20.8,20.7,1.9
I00743,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1764,568,579,297,223,*,*,32.2,32.8,16.8,12.6,*,*
I00743,RK9,PLYMOUTH HOSPITALS NHS TRUST,2181,299,610,577,519,*,*,13.7,28,26.5,23.8,*,*
I00743,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2723,556,611,561,549,434,12,20.4,22.4,20.6,20.2,15.9,0.4
I00743,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,396,149,151,48,38,*,*,37.6,38.1,12.1,9.6,*,*
I00743,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2146,840,410,352,317,205,22,39.1,19.1,16.4,14.8,9.6,1
I00743,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1999,856,558,258,225,68,34,42.8,27.9,12.9,11.3,3.4,1.7
I00743,RLQ,WYE VALLEY NHS TRUST,1030,52,87,464,273,34,120,5,8.4,45,26.5,3.3,11.7
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,881,152,243,227,160,99,0,17.3,27.6,25.8,18.2,11.2,0
I00743,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3074,200,525,889,917,524,19,6.5,17.1,28.9,29.8,17,0.6
I00743,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1817,539,254,267,344,399,14,29.7,14,14.7,18.9,22,0.8
I00743,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1632,687,431,255,155,98,6,42.1,26.4,15.6,9.5,6,0.4
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1684,772,339,189,249,*,*,45.8,20.1,11.2,14.8,*,*
I00743,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1364,543,411,212,136,56,6,39.8,30.1,15.5,10,4.1,0.4
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1618,166,188,287,441,526,10,10.3,11.6,17.7,27.3,32.5,0.6
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1841,*,208,340,418,864,*,*,11.3,18.5,22.7,46.9,*
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1467,*,368,294,363,295,*,*,25.1,20,24.7,20.1,*
I00743,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2139,669,505,302,390,267,6,31.3,23.6,14.1,18.2,12.5,0.3
I00743,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1661,327,392,413,330,182,17,19.7,23.6,24.9,19.9,11,1
I00743,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1409,212,319,318,274,286,0,15,22.6,22.6,19.4,20.3,0
I00743,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1685,211,285,298,415,470,6,12.5,16.9,17.7,24.6,27.9,0.4
I00743,RNZ,SALISBURY NHS FOUNDATION TRUST,1032,*,85,314,338,264,*,*,8.2,30.4,32.8,25.6,*
I00743,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2668,950,661,567,431,*,*,35.6,24.8,21.3,16.2,*,*
I00743,RPA,MEDWAY NHS FOUNDATION TRUST,1727,326,485,368,298,243,7,18.9,28.1,21.3,17.3,14.1,0.4
I00743,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1832,1144,286,179,175,35,13,62.4,15.6,9.8,9.6,1.9,0.7
I00743,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1705,35,175,404,575,505,11,2.1,10.3,23.7,33.7,29.6,0.6
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,515,73,194,124,96,17,11,14.2,37.7,24.1,18.6,3.3,2.1
I00743,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,678,*,49,221,155,248,*,*,7.2,32.6,22.9,36.6,*
I00743,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1464,*,453,250,337,387,*,*,30.9,17.1,23,26.4,*
I00743,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,510,417,78,8,*,*,*,81.8,15.3,1.6,*,*,*
I00743,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4316,1601,714,631,684,579,107,37.1,16.5,14.6,15.8,13.4,2.5
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1407,524,430,153,223,*,*,37.2,30.6,10.9,15.8,*,*
I00743,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3810,1310,759,544,747,439,11,34.4,19.9,14.3,19.6,11.5,0.3
I00743,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1582,609,416,197,233,127,0,38.5,26.3,12.5,14.7,8,0
I00743,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2434,917,551,588,219,129,30,37.7,22.6,24.2,9,5.3,1.2
I00743,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1201,364,355,195,122,107,58,30.3,29.6,16.2,10.2,8.9,4.8
I00743,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2512,949,517,343,353,324,26,37.8,20.6,13.7,14.1,12.9,1
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2922,235,291,715,787,876,18,8,10,24.5,26.9,30,0.6
I00743,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2929,675,710,611,510,*,*,23,24.2,20.9,17.4,*,*
I00743,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,3054,495,574,713,585,643,44,16.2,18.8,23.3,19.2,21.1,1.4
I00743,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3144,207,258,554,842,1273,10,6.6,8.2,17.6,26.8,40.5,0.3
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1510,6,126,258,351,752,17,0.4,8.3,17.1,23.2,49.8,1.1
I00743,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1652,17,126,415,437,649,8,1,7.6,25.1,26.5,39.3,0.5
I00743,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2634,874,435,347,606,363,9,33.2,16.5,13.2,23,13.8,0.3
I00743,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1876,342,331,493,468,235,7,18.2,17.6,26.3,24.9,12.5,0.4
I00743,RVJ,NORTH BRISTOL NHS TRUST,1929,229,454,359,323,553,11,11.9,23.5,18.6,16.7,28.7,0.6
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1921,38,283,370,408,810,12,2,14.7,19.3,21.2,42.2,0.6
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3896,590,777,1064,1175,282,8,15.1,19.9,27.3,30.2,7.2,0.2
I00743,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1827,783,323,330,210,*,*,42.9,17.7,18.1,11.5,*,*
I00743,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1289,159,292,296,345,191,6,12.3,22.7,23,26.8,14.8,0.5
I00743,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1650,747,399,217,137,129,21,45.3,24.2,13.2,8.3,7.8,1.3
I00743,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3871,1811,755,636,428,198,43,46.8,19.5,16.4,11.1,5.1,1.1
I00743,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3289,1047,520,598,595,519,10,31.8,15.8,18.2,18.1,15.8,0.3
I00743,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3362,491,787,859,765,454,6,14.6,23.4,25.6,22.8,13.5,0.2
I00743,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4307,665,841,772,984,1027,18,15.4,19.5,17.9,22.8,23.8,0.4
I00743,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2082,*,177,391,634,827,*,*,8.5,18.8,30.5,39.7,*
I00743,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1862,*,239,435,368,810,*,*,12.8,23.4,19.8,43.5,*
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2273,53,303,655,521,734,7,2.3,13.3,28.8,22.9,32.3,0.3
I00743,RWJ,STOCKPORT NHS FOUNDATION TRUST,1590,*,331,333,311,386,*,*,20.8,20.9,19.6,24.3,*
I00743,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2656,260,320,750,800,518,8,9.8,12,28.2,30.1,19.5,0.3
I00743,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1468,450,225,191,316,248,38,30.7,15.3,13,21.5,16.9,2.6
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2128,559,514,379,421,*,*,26.3,24.2,17.8,19.8,*,*
I00743,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3892,907,808,689,701,770,17,23.3,20.8,17.7,18,19.8,0.4
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2444,396,711,631,520,*,*,16.2,29.1,25.8,21.3,*,*
I00743,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2863,842,839,520,497,153,12,29.4,29.3,18.2,17.4,5.3,0.4
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2214,280,447,509,464,507,7,12.6,20.2,23,21,22.9,0.3
I00743,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2046,1288,436,251,50,6,15,63,21.3,12.3,2.4,0.3,0.7
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2347,621,525,499,416,280,6,26.5,22.4,21.3,17.7,11.9,0.3
I00743,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2243,465,416,353,614,379,16,20.7,18.5,15.7,27.4,16.9,0.7
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2904,827,889,525,353,*,*,28.5,30.6,18.1,12.2,*,*
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1586,*,213,229,307,834,*,*,13.4,14.4,19.4,52.6,*
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2553,1022,662,289,405,*,*,40,25.9,11.3,15.9,*,*
I00743,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2309,226,421,704,432,279,247,9.8,18.2,30.5,18.7,12.1,10.7
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2091,588,670,433,248,111,41,28.1,32,20.7,11.9,5.3,2
I00743,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2846,*,450,918,743,519,*,*,15.8,32.3,26.1,18.2,*
